"HolderAddress","Balance","PendingBalanceUpdate"
"0x9d9f4b335e9a4f9f20087ccb184b6dc7a9b639f5","1,040.658395052759837845","No"
"0xe07850f6769d44bc90d83b3ed88c3a57f84629be","1,008.26853968109285661","No"
"0x3b8fccc2e86dba329397508c084a663f77f5f6e2","1,002.602682819656491533","No"
"0x546a657882a96d07b7e69a184ed7e31e1416b5f0","999.871677185884429617","No"
"0x090546476eeb529f3fd8793525ff71843d3e5a0e","995.386313358668537899","No"
"0x58dd7f87f7d94920550ca53e3f4a8e5c54b28664","989.941047688998668633","No"
"0x40082672ba0c386eab1d11d152437aae06614dcb","984.415366153902927331","No"
"0xa8da03e058ed65d9c8dafd94fb33458261202e7b","971.592521779984716252","No"
"0xead23eb9477c65fcb17e2ec67ad8fcc676434fb4","896.512196094337288699","No"
"0x2ed29adc8fb15d93fa13a11d3d688d00fbb56e8d","892.270992623426251094","No"
"0xfee7571eca054158795e09487a0ffe14b480c5af","881.277241695355562964","No"
"0x43d0c5ac03767ecbde8a489773e3b45e8b98403a","876.901956750360577138","No"
"0xba0f0e51da67d49a6860bfaabe42847b935a68b5","873.314094286653521452","No"
"0x3b73c9bae2540d480e73d75f9dedf95a45d0f73d","824.981242378436550312","No"
"0x0d69bf20a4a00cbebc569e4bef27a78dcb4c0880","812.277542678194202312","No"
"0x1cc92f316b41b01af2a4281563c3554d74962e04","774.970062276341186224","No"
"0x29d995cc607eb5d2892923bee73fba39a05743ed","752.689288222306460766","No"
"0x99c98ed0937d31986ce467f99327304c4864f00d","712.800481793411417124","No"
"0x662cfb4dd65b7755b241c10647e8fa41f84aa060","702.026592715871013989","No"
"0xae61d06c4838f0f3ad10adb5db7ef1d04e5e26e2","701.582882987305224736","No"
"0xb42a03deadf21f5430e9048c6a523ba21597d6da","690.810118527181298812","No"
"0x78ddc3bbc6d1c6c3f6ae2d9d34d7202ec52c3b67","652.478917529545072978","No"
"0x54eefff56d7347bcac4e58e22fbc56cfa3319d58","625.797900003197016314","No"
"0x4e70f455b5344331ef8a1069971bac7b3e7d711e","620.010026417148087607","No"
"0x656e1a01055566ad6a06830add7a0f5ef7dd2512","620.007279882199636423","No"
